TransactionID,Items
3703,"['Cold Drink', 'Coffee', 'Chips', 'Popcorn', 'Tea', 'Biscuits', 'Bread']"
3704,"['Coffee', 'Poha', 'Chips', 'Bread', 'Onion', 'Tea', 'Biscuits', 'Cold Drink']"
3705,"['Waterbottle', 'Tea', 'Biscuits', 'Cold Drink', 'Rice']"
3706,"['Tea', 'Bread', 'Rice', 'Butter', 'Poha', 'Chips', 'Chocolate', 'Soap', 'Tea', 'Biscuits', 'Bread']"
3707,"['Tea', 'Bread', 'Soap', 'Waterbottle']"
3708,"['Chips', 'Butter', 'Tea', 'Bread', 'Rice']"
3709,"['Banana', 'Cold Drink', 'Chips', 'Onion', 'Tea', 'Biscuits', 'Bread', 'Rusk']"
3710,"['Tomato', 'Bread', 'Brown Bread', 'Tea', 'Cold Drink']"
3711,"['Chips', 'Potato', 'Bread', 'Butter', 'Tea', 'Biscuits', 'Cold Drink', 'Rice']"
3712,"['Chips', 'Spices', 'Bread']"
3713,"['Tea', 'Facewash', 'Bread']"
3714,"['Shampoo', 'Oil', 'Potato']"
3715,"['Shampoo', 'Oil', 'Dal', 'Juice', 'Wheat Flour', 'Bread']"
3716,"['Shampoo', 'Oil', 'Dal', 'Facewash', 'Sugar', 'Milk', 'Soap', 'Cold Drink']"
3717,"['Shampoo', 'Oil', 'Oats', 'Dal', 'Milk', 'Onion', 'Tea', 'Rice']"
3718,"['Milk', 'Dal', 'Oil']"
3719,"['Dal', 'Potato', 'Facewash', 'Milk', 'Soap', 'Bread', 'Panner']"
3720,"['Potato', 'Milk', 'Apple']"
3721,"['Salt', 'Oil', 'Poha', 'Potato', 'Soap', 'Onion', 'Popcorn']"
3722,"['Salt', 'Dal', 'Potato', 'Sugar', 'Milk', 'Bread', 'Rice']"
3723,"['Salt', 'Potato', 'Milk', 'Namkeen', 'Onion', 'Apple']"
3724,"['Salt', 'Potato', 'Soap', 'Onion', 'Bread', 'Rusk']"
3725,"['Banana', 'Salt', 'Oil', 'Potato', 'Milk', 'Onion', 'Rusk']"
3726,"['Potato', 'Milk', 'Curd', 'Biscuit']"
3727,"['Oil', 'Poha', 'Milk', 'Curd', 'Onion', 'Bread']"
3728,"['Tomatosauce', 'Salt', 'Potato', 'Carrot', 'Onion']"
3729,"['Tomatosauce', 'Salt', 'Oil', 'Potato', 'Milk', 'Onion', 'Popcorn']"
3730,"['Spices', 'Tomato', 'Milk', 'Onion']"
3731,"['Salt', 'Oil', 'Potato', 'Facewash', 'Juice', 'Wheat Flour', 'Onion']"
3732,"['Bread', 'Milk', 'Brown Bread', 'Dal']"
3733,"['Salt', 'Dal', 'Potato', 'Sugar', 'Juice', 'Onion', 'Bread']"
3734,"['Salt', 'Poha', 'Potato', 'Milk', 'Soap', 'Brown Bread', 'Onion', 'Bread']"
3735,"['Chips', 'Facewash', 'Namkeen', 'Biscuits', 'Bread']"
3736,"['Chips', 'Milk', 'Bread', 'Brown Bread', 'Tea', 'Cold Drink', 'Rusk']"
3737,"['Chips', 'Cold Drink', 'Semolina', 'Coffee']"
3738,"['Chips', 'Spices', 'Onion', 'Tea', 'Biscuits', 'Bread']"
3739,"['Namkeen', 'Semolina', 'Bread', 'Cold Drink']"
3740,"['Chips', 'Tea', 'Toothpaste']"
3741,"['Chips', 'Cheese', 'Biscuit', 'Biscuits', 'Bread']"
3742,"['Tomatosauce', 'Chips', 'Spices', 'Bread', 'Biscuits', 'Cold Drink']"
3743,"['Tea', 'Bread', 'Salt']"
3744,"['Chips', 'Tea', 'Cold Drink']"
3745,"['Chips', 'Bread', 'Namkeen', 'Cold Drink']"
3746,"['Chips', 'Tomatosauce', 'Biscuits']"
3747,"['Tomato', 'Cold Drink', 'Chips', 'Cheese', 'Potato', 'Tea', 'Biscuits', 'Bread']"
3748,"['Shampoo', 'Toothpaste', 'Semolina', 'Chips', 'Tea', 'Biscuits', 'Bread']"
3749,"['Cold Drink', 'Chips', 'Sugar', 'Juice', 'Biscuits', 'Bread']"
3750,"['Salt', 'Chips', 'Potato', 'Bread', 'Tea', 'Cold Drink']"
3751,"['Tea', 'Biscuits', 'Brown Bread', 'Soap']"
3752,"['Chips', 'Nuts', 'Sugar', 'Tea', 'Biscuits', 'Cold Drink']"
3753,"['Cold Drink', 'Chips', 'Nuts', 'Waterbottle', 'Milk', 'Tea', 'Bread']"
3754,"['Chips', 'Biscuits', 'Semolina']"
3755,"['Spices', 'Biscuits', 'Cold Drink']"
3756,"['Tea', 'Bread', 'Butter', 'Dal']"
3757,"['Shampoo', 'Chips', 'Milk', 'Biscuits', 'Bread']"
3758,"['Tomatosauce', 'Cold Drink', 'Chips', 'Butter', 'Tea', 'Bread']"
3759,"['Chips', 'Waterbottle', 'Chocolate', 'Cold Drink', 'Rusk']"
3760,"['Banana', 'Cold Drink', 'Chips', 'Biscuit', 'Chocolate', 'Popcorn']"
3761,"['Chips', 'Sugar', 'Namkeen', 'Popcorn', 'Onion', 'Cold Drink']"
3762,"['Toothpaste', 'Dal', 'Chips', 'Namkeen', 'Chocolate', 'Popcorn']"
3763,"['Toothpaste', 'Cold Drink', 'Namkeen']"
3764,"['Shampoo', 'Oats', 'Chips', 'Namkeen', 'Popcorn', 'Cold Drink', 'Rusk']"
3765,"['Popcorn', 'Namkeen', 'Dal', 'Onion']"
3766,"['Cold Drink', 'Namkeen', 'Chocolate']"
3767,"['Chips', 'Sugar', 'Namkeen', 'Chocolate', 'Cold Drink', 'Cookies']"
3768,"['Salt', 'Cold Drink', 'Namkeen', 'Curd', 'Ghee', 'Chocolate', 'Popcorn']"
3769,"['Salt', 'Cold Drink', 'Poha', 'Chips', 'Chocolate', 'Wheat Flour', 'Popcorn']"
3770,"['Salt', 'Tomato', 'Oil', 'Dal', 'Spices', 'Curd', 'Onion', 'Rice']"
3771,"['Banana', 'Popcorn', 'Rice', 'Dal']"
3772,"['Cheese', 'Sugar', 'Ghee', 'Dal']"
3773,"['Tomato', 'Oil', 'Cookies', 'Onion', 'Rice']"
3774,"['Oil', 'Dal', 'Spices', 'Curd', 'Ghee', 'Rice']"
3775,"['Tomato', 'Oil', 'Spices', 'Biscuit', 'Bread']"
3776,"['Tomato', 'Oats', 'Dal', 'Cheese', 'Milk', 'Ghee', 'Rice']"
3777,"['Salt', 'Tomato', 'Dal', 'Spices', 'Waterbottle', 'Tea', 'Rice']"
3778,"['Toothpaste', 'Oil', 'Semolina', 'Cookies', 'Spices', 'Ghee', 'Onion', 'Rice']"
3779,"['Oil', 'Oats', 'Milk', 'Tea', 'Apple']"
3780,"['Banana', 'Oats', 'Cheese', 'Nuts', 'Milk', 'Curd', 'Ghee', 'Chocolate']"
3781,"['Banana', 'Milk', 'Curd']"
3782,"['Banana', 'Oats', 'Sugar', 'Curd', 'Tea', 'Apple']"
3783,"['Namkeen', 'Biscuit', 'Apple', 'Curd']"
3784,"['Banana', 'Oats', 'Cheese', 'Facewash', 'Milk', 'Curd', 'Wheat Flour', 'Apple', 'Apple', 'Oats', 'Panner']"
3785,"['Banana', 'Oats', 'Dal', 'Nuts', 'Sugar', 'Milk', 'Curd', 'Ghee']"
3786,"['Nuts', 'Ghee', 'Oats', 'Toothpaste']"
3787,"['Banana', 'Oats', 'Dal', 'Chips', 'Nuts', 'Milk', 'Curd', 'Apple']"
3788,"['Dal', 'Spices', 'Curd', 'Soap', 'Brown Bread', 'Onion', 'Rice']"
3789,"['Tomato', 'Spices', 'Sugar', 'Milk', 'Ghee', 'Onion']"
3790,"['Tomato', 'Dal', 'Facewash', 'Cold Drink', 'Rice']"
3791,"['Spices', 'Apple', 'Carrot', 'Rice']"
3792,"['Oil', 'Dal', 'Spices', 'Nuts', 'Waterbottle', 'Onion', 'Rusk', 'Rice']"
3793,"['Toothpaste', 'Dal', 'Spices', 'Ghee', 'Chocolate', 'Onion', 'Panner']"
3794,"['Facewash', 'Poha', 'Ghee', 'Oil']"
3795,"['Shampoo', 'Spices', 'Rice', 'Panner']"
3796,"['Tomato', 'Oil', 'Dal', 'Spices', 'Namkeen', 'Tea', 'Bread', 'Rice']"
3797,"['Dal', 'Spices', 'Namkeen', 'Butter', 'Rice']"
3798,"['Semolina', 'Oil', 'Coffee', 'Dal', 'Onion']"
3799,"['Ghee', 'Oil', 'Soap']"
3800,"['Banana', 'Tea', 'Cheese', 'Butter']"
3801,"['Cheese', 'Tomato', 'Bread', 'Butter']"
3802,"['Potato', 'Facewash', 'Milk', 'Brown Bread', 'Butter', 'Tea', 'Biscuits', 'Bread']"
3803,"['Tomato', 'Dal', 'Milk', 'Butter', 'Tea', 'Bread', 'Apple']"
3804,"['Cheese', 'Milk', 'Soap', 'Butter', 'Biscuits', 'Bread']"
3805,"['Tomatosauce', 'Milk', 'Soap', 'Butter', 'Biscuits', 'Bread']"
3806,"['Tomato', 'Sugar', 'Milk', 'Butter', 'Bread']"
3807,"['Sugar', 'Biscuits', 'Bread']"
3808,"['Nuts', 'Milk', 'Tea', 'Biscuits', 'Poha']"
3809,"['Spices', 'Bread', 'Milk']"
3810,"['Salt', 'Milk', 'Butter', 'Bread', 'Apple']"
3811,"['Salt', 'Butter', 'Wheat Flour', 'Tea', 'Biscuits', 'Bread']"
3812,"['Cold Drink', 'Chips', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Panner']"
3813,"['Milk', 'Curd', 'Tea', 'Biscuits', 'Bread', 'Rice']"
3814,"['Shampoo', 'Salt', 'Oil', 'Potato', 'Curd', 'Bread']"
3815,"['Salt', 'Oil', 'Potato', 'Nuts', 'Milk']"
3816,"['Salt', 'Milk', 'Wheat Flour']"
3817,"['Salt', 'Toothpaste', 'Oil', 'Onion', 'Bread']"
3818,"['Toothpaste', 'Oil', 'Potato', 'Milk', 'Ghee', 'Bread', 'Rice']"
3819,"['Potato', 'Oil', 'Brown Bread']"
3820,"['Salt', 'Potato', 'Waterbottle', 'Namkeen', 'Onion', 'Bread']"
3821,"['Tomato', 'Cold Drink', 'Chips', 'Facewash', 'Milk', 'Biscuits', 'Bread']"
3822,"['Shampoo', 'Cold Drink', 'Oil', 'Chips', 'Soap', 'Tea', 'Biscuits', 'Bread']"
3823,"['Chips', 'Cold Drink', 'Namkeen', 'Juice']"
3824,"['Oil', 'Chips', 'Potato', 'Bread', 'Biscuit', 'Tea', 'Biscuits', 'Cold Drink']"
3825,"['Chips', 'Bread', 'Waterbottle']"
3826,"['Tomato', 'Cold Drink', 'Chips', 'Namkeen', 'Juice', 'Tea', 'Biscuits', 'Bread']"
3827,"['Chips', 'Bread', 'Curd', 'Wheat Flour', 'Tea', 'Biscuits', 'Cold Drink', 'Rusk']"
3828,"['Semolina', 'Bread', 'Cold Drink']"
3829,"['Toothpaste', 'Cold Drink', 'Chips', 'Waterbottle', 'Tea', 'Bread']"
3830,"['Dal', 'Chips', 'Namkeen', 'Tea', 'Biscuits', 'Bread', 'Apple']"
3831,"['Salt', 'Cold Drink', 'Milk', 'Bread', 'Poha']"
3832,"['Salt', 'Potato', 'Sugar', 'Milk', 'Ghee', 'Bread']"
3833,"['Salt', 'Potato', 'Milk', 'Chocolate', 'Onion', 'Apple']"
3834,"['Potato', 'Tea', 'Milk', 'Salt']"
3835,"['Salt', 'Toothpaste', 'Oil', 'Potato', 'Milk', 'Onion']"
3836,"['Salt', 'Oil', 'Potato', 'Facewash', 'Milk', 'Brown Bread']"
3837,"['Salt', 'Potato', 'Nuts', 'Chocolate', 'Onion']"
3838,"['Bread', 'Oil', 'Cold Drink']"
3839,"['Brown Bread', 'Milk', 'Soap', 'Onion']"
3840,"['Oil', 'Poha', 'Potato', 'Spices', 'Bread']"
3841,"['Spices', 'Milk', 'Onion']"
3842,"['Salt', 'Potato', 'Spices', 'Milk', 'Curd', 'Ghee', 'Onion', 'Bread']"
3843,"['Bread', 'Apple', 'Popcorn', 'Onion']"
3844,"['Waterbottle', 'Milk', 'Butter']"
3845,"['Tea', 'Biscuits', 'Juice']"
3846,"['Tea', 'Biscuit', 'Cookies', 'Butter']"
3847,"['Tomato', 'Biscuit', 'Chocolate', 'Butter', 'Tea', 'Biscuits', 'Bread']"
3848,"['Shampoo', 'Cheese', 'Butter', 'Biscuits', 'Bread']"
3849,"['Tomatosauce', 'Juice', 'Butter', 'Biscuits', 'Bread']"
3850,"['Milk', 'Biscuit', 'Juice', 'Butter', 'Biscuits', 'Bread']"
3851,"['Shampoo', 'Cheese', 'Milk', 'Tea', 'Biscuits', 'Bread']"
3852,"['Oil', 'Spices', 'Milk', 'Popcorn', 'Tea', 'Biscuits', 'Bread']"
3853,"['Oats', 'Chips', 'Milk', 'Juice', 'Butter', 'Tea', 'Bread']"
3854,"['Carrot', 'Spices', 'Bread', 'Butter']"
3855,"['Tea', 'Bread', 'Cold Drink']"
3856,"['Poha', 'Nuts', 'Bread', 'Chocolate', 'Tea', 'Biscuits', 'Cold Drink', 'Tea', 'Cold Drink', 'Biscuit']"
3857,"['Chips', 'Tea', 'Bread']"
3858,"['Cold Drink', 'Chips', 'Cheese', 'Butter', 'Biscuits', 'Bread']"
3859,"['Cold Drink', 'Poha', 'Chips', 'Ghee', 'Brown Bread', 'Tea', 'Biscuits', 'Bread']"
3860,"['Tomato', 'Chips', 'Tea', 'Biscuits', 'Cold Drink']"
3861,"['Chips', 'Cold Drink', 'Rusk', 'Dal']"
3862,"['Banana', 'Nuts', 'Chocolate', 'Popcorn', 'Apple']"
3863,"['Oats', 'Potato', 'Nuts', 'Waterbottle', 'Milk', 'Curd', 'Popcorn', 'Apple']"
3864,"['Oats', 'Nuts', 'Milk', 'Curd', 'Soap', 'Chocolate', 'Rusk', 'Apple']"
3865,"['Nuts', 'Sugar', 'Milk', 'Curd', 'Wheat Flour', 'Apple']"
3866,"['Banana', 'Nuts', 'Waterbottle']"
3867,"['Banana', 'Coffee', 'Nuts', 'Milk', 'Poha', 'Apple']"
3868,"['Banana', 'Oil', 'Nuts', 'Milk', 'Butter', 'Apple']"
3869,"['Banana', 'Salt', 'Coffee', 'Nuts', 'Curd', 'Juice', 'Apple']"
3870,"['Banana', 'Oats', 'Facewash', 'Milk', 'Curd', 'Onion', 'Tea', 'Apple']"
3871,"['Banana', 'Milk', 'Brown Bread', 'Panner']"
3872,"['Facewash', 'Nuts', 'Namkeen', 'Apple']"
3873,"['Tomatosauce', 'Tomato', 'Oats', 'Nuts', 'Curd', 'Apple']"
3874,"['Banana', 'Oats', 'Milk', 'Curd', 'Rice', 'Apple']"
3875,"['Banana', 'Oats', 'Cheese', 'Milk', 'Popcorn', 'Apple']"
3876,"['Banana', 'Ghee', 'Oats']"
3877,"['Banana', 'Milk', 'Curd', 'Biscuit', 'Soap']"
3878,"['Cold Drink', 'Milk', 'Curd']"
3879,"['Bread', 'Cold Drink', 'Butter']"
3880,"['Milk', 'Ghee', 'Chocolate', 'Butter', 'Tea', 'Bread', 'Panner']"
3881,"['Oats', 'Nuts', 'Milk', 'Butter', 'Biscuits']"
3882,"['Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Rice']"
3883,"['Biscuits', 'Waterbottle', 'Butter']"
3884,"['Spices', 'Biscuits', 'Milk', 'Butter']"
3885,"['Cookies', 'Milk', 'Tea', 'Biscuits', 'Bread', 'Rusk', 'Rice']"
3886,"['Banana', 'Poha', 'Milk', 'Biscuit', 'Butter', 'Tea', 'Biscuits', 'Bread']"
3887,"['Oil', 'Coffee', 'Milk', 'Brown Bread', 'Butter', 'Tea', 'Biscuits', 'Bread']"
3888,"['Toothpaste', 'Tomato', 'Oats', 'Milk', 'Butter', 'Tea', 'Bread']"
3889,"['Tea', 'Rusk', 'Butter']"
3890,"['Biscuits', 'Namkeen', 'Butter']"
3891,"['Toothpaste', 'Milk', 'Popcorn', 'Tea', 'Biscuits', 'Bread', 'Rice']"
3892,"['Shampoo', 'Milk', 'Juice', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Panner']"
3893,"['Toothpaste', 'Milk', 'Soap', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Apple']"
3894,"['Tea', 'Toothpaste', 'Milk', 'Onion']"
3895,"['Biscuits', 'Bread', 'Rice']"
3896,"['Milk', 'Wheat Flour', 'Onion', 'Tea', 'Biscuits', 'Bread']"
3897,"['Banana', 'Nuts', 'Milk', 'Biscuits', 'Bread']"
3898,"['Potato', 'Facewash', 'Milk', 'Ghee', 'Butter', 'Tea', 'Biscuits']"
3899,"['Spices', 'Milk', 'Biscuit', 'Butter', 'Tea', 'Bread']"
3900,"['Oil', 'Cold Drink', 'Sugar', 'Milk', 'Namkeen', 'Onion', 'Bread']"
3901,"['Salt', 'Potato', 'Chips', 'Sugar', 'Waterbottle', 'Milk', 'Bread']"
3902,"['Potato', 'Milk', 'Butter', 'Onion']"
3903,"['Salt', 'Nuts', 'Oil', 'Rice']"
3904,"['Banana', 'Milk', 'Oil', 'Apple']"
3905,"['Salt', 'Oil', 'Potato', 'Chips', 'Milk', 'Biscuit', 'Soap', 'Bread']"
3906,"['Salt', 'Milk', 'Curd', 'Bread', 'Rice']"
3907,"['Tomatosauce', 'Oil', 'Potato', 'Milk', 'Curd', 'Onion']"
3908,"['Ghee', 'Milk', 'Brown Bread', 'Oil']"
3909,"['Chips', 'Salt', 'Popcorn', 'Rice']"
3910,"['Banana', 'Popcorn', 'Cold Drink', 'Juice']"
3911,"['Popcorn', 'Namkeen', 'Coffee', 'Waterbottle']"
3912,"['Carrot', 'Namkeen', 'Chocolate', 'Wheat Flour']"
3913,"['Cold Drink', 'Potato', 'Namkeen', 'Soap', 'Popcorn']"
3914,"['Chips', 'Namkeen', 'Chocolate']"
3915,"['Oil', 'Chips', 'Namkeen', 'Ghee', 'Chocolate', 'Popcorn', 'Wheat Flour', 'Cold Drink']"
3916,"['Cheese', 'Popcorn', 'Namkeen', 'Waterbottle']"
3917,"['Tomatosauce', 'Salt', 'Oil', 'Chocolate', 'Onion']"
3918,"['Potato', 'Chips', 'Milk', 'Curd', 'Ghee', 'Onion', 'Bread']"
3919,"['Salt', 'Tomato', 'Oil', 'Potato', 'Onion', 'Bread']"
3920,"['Potato', 'Waterbottle', 'Milk', 'Biscuit', 'Onion', 'Bread', 'Salt', 'Oil', 'Potato', 'Juice', 'Brown Bread', 'Onion', 'Bread', 'Cookies']"
3921,"['Potato', 'Tomato', 'Juice', 'Onion']"
3922,"['Milk', 'Wheat Flour', 'Onion', 'Tea', 'Bread']"
3923,"['Salt', 'Oats', 'Potato', 'Cheese', 'Milk', 'Bread']"
3924,"['Banana', 'Oil', 'Potato', 'Nuts', 'Milk', 'Butter', 'Onion']"
3925,"['Potato', 'Cookies', 'Shampoo', 'Onion']"
3926,"['Oil', 'Potato', 'Facewash', 'Onion', 'Bread', 'Apple']"
3927,"['Bread', 'Apple', 'Onion']"
3928,"['Shampoo', 'Dal', 'Nuts', 'Milk', 'Soap', 'Tea', 'Rusk', 'Rice']"
3929,"['Shampoo', 'Coffee', 'Dal', 'Chips', 'Milk', 'Tea', 'Bread', 'Rice']"
3930,"['Shampoo', 'Dal', 'Waterbottle', 'Milk', 'Juice', 'Soap', 'Chocolate', 'Bread']"
3931,"['Shampoo', 'Salt', 'Apple', 'Oil', 'Milk', 'Soap', 'Bread', 'Rice']"
3932,"['Chips', 'Tea', 'Bread', 'Rice']"
3933,"['Shampoo', 'Banana', 'Soap']"
3934,"['Salt', 'Oil', 'Sugar', 'Onion', 'Poha']"
3935,"['Potato', 'Poha', 'Cold Drink', 'Onion']"
3936,"['Salt', 'Oil', 'Oats', 'Wheat Flour', 'Onion', 'Bread']"
3937,"['Milk', 'Oil', 'Curd']"
3938,"['Shampoo', 'Salt', 'Oil', 'Potato', 'Brown Bread', 'Onion', 'Bread', 'Cookies']"
3939,"['Dal', 'Potato', 'Onion', 'Bread', 'Panner', 'Salt', 'Oil', 'Cold Drink', 'Wheat Flour', 'Onion', 'Bread']"
3940,"['Tomatosauce', 'Salt', 'Oil', 'Potato', 'Nuts', 'Bread']"
3941,"['Oil', 'Potato', 'Nuts', 'Milk', 'Juice', 'Onion']"
3942,"['Shampoo', 'Salt', 'Poha', 'Potato', 'Onion', 'Tea', 'Bread']"
3943,"['Salt', 'Oil', 'Potato', 'Sugar', 'Milk', 'Onion', 'Tea', 'Rusk']"
3944,"['Potato', 'Milk', 'Cookies']"
3945,"['Cheese', 'Ghee', 'Oil', 'Onion']"
3946,"['Spices', 'Oil', 'Cookies', 'Curd']"
3947,"['Tomatosauce', 'Tomato', 'Oil', 'Dal', 'Carrot', 'Ghee', 'Tea', 'Rice']"
3948,"['Oil', 'Dal', 'Curd']"
3949,"['Tomato', 'Dal', 'Spices', 'Ghee', 'Butter', 'Rice']"
3950,"['Spices', 'Tomato', 'Wheat Flour']"
3951,"['Tea', 'Rice', 'Wheat Flour', 'Onion']"
3952,"['Oil', 'Dal', 'Carrot', 'Ghee', 'Wheat Flour', 'Tea', 'Rice']"
3953,"['Facewash', 'Waterbottle', 'Milk', 'Carrot', 'Tea', 'Biscuits', 'Bread']"
3954,"['Tea', 'Toothpaste', 'Bread', 'Milk']"
3955,"['Tomatosauce', 'Cold Drink', 'Nuts', 'Milk', 'Tea', 'Biscuits', 'Bread']"
3956,"['Poha', 'Bread', 'Butter']"
3957,"['Potato', 'Tomato', 'Bread']"
3958,"['Salt', 'Oil', 'Sugar', 'Facewash', 'Milk', 'Onion', 'Bread', 'Cookies']"
3959,"['Salt', 'Potato', 'Curd', 'Brown Bread', 'Onion', 'Bread', 'Rice']"
3960,"['Shampoo', 'Toothpaste', 'Oil', 'Potato', 'Milk', 'Wheat Flour', 'Onion', 'Bread']"
3961,"['Shampoo', 'Salt', 'Toothpaste', 'Oil', 'Milk', 'Brown Bread', 'Onion', 'Bread']"
3962,"['Shampoo', 'Salt', 'Bread', 'Onion']"
3963,"['Sugar', 'Bread', 'Onion']"
3964,"['Oil', 'Milk', 'Ghee', 'Wheat Flour', 'Bread']"
3965,"['Poha', 'Potato', 'Chocolate', 'Onion', 'Bread']"
3966,"['Salt', 'Oil', 'Potato', 'Cheese', 'Curd', 'Onion']"
3967,"['Oil', 'Dal', 'Potato', 'Spices', 'Juice', 'Onion', 'Bread']"
3968,"['Oil', 'Spices', 'Sugar', 'Milk', 'Curd', 'Onion', 'Bread']"
3969,"['Oil', 'Dal', 'Milk', 'Juice', 'Onion']"
3970,"['Potato', 'Spices', 'Toothpaste', 'Onion']"
3971,"['Salt', 'Oil', 'Potato', 'Ghee', 'Bread', 'Panner']"
3972,"['Banana', 'Oil', 'Potato', 'Cheese', 'Biscuit', 'Onion', 'Bread']"
3973,"['Toothpaste', 'Milk', 'Soap', 'Onion']"
3974,"['Oil', 'Cold Drink', 'Dal', 'Oats', 'Potato', 'Milk', 'Onion', 'Bread']"
3975,"['Salt', 'Potato', 'Chips', 'Milk', 'Onion', 'Bread']"
3976,"['Bread', 'Milk', 'Brown Bread']"
3977,"['Potato', 'Facewash', 'Oil']"
3978,"['Facewash', 'Biscuits', 'Milk', 'Nuts']"
3979,"['Shampoo', 'Facewash', 'Tea', 'Biscuits', 'Bread']"
3980,"['Cold Drink', 'Milk', 'Carrot', 'Butter', 'Popcorn', 'Tea', 'Biscuits', 'Bread']"
3981,"['Tomato', 'Oil', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Rusk']"
3982,"['Milk', 'Carrot', 'Butter', 'Tea', 'Biscuits', 'Bread']"
3983,"['Waterbottle', 'Milk', 'Carrot', 'Butter', 'Tea', 'Bread']"
3984,"['Ghee', 'Juice', 'Tea', 'Biscuits', 'Bread']"
3985,"['Tea', 'Toothpaste', 'Milk', 'Salt']"
3986,"['Tea', 'Ghee', 'Milk', 'Toothpaste', 'Facewash', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Rice']"
3987,"['Tomatosauce', 'Milk', 'Brown Bread', 'Butter', 'Biscuits', 'Bread', 'Rice']"
3988,"['Shampoo', 'Milk', 'Soap', 'Tea', 'Biscuits']"
3989,"['Toothpaste', 'Oil', 'Soap']"
3990,"['Shampoo', 'Carrot', 'Dal']"
3991,"['Oil', 'Sugar', 'Curd', 'Soap', 'Bread', 'Rice']"
3992,"['Shampoo', 'Tomato', 'Oil', 'Milk', 'Carrot', 'Soap', 'Butter', 'Bread']"
3993,"['Shampoo', 'Dal', 'Spices', 'Milk', 'Bread', 'Rice']"
3994,"['Oats', 'Dal', 'Potato', 'Milk', 'Soap', 'Butter', 'Bread', 'Rice']"
3995,"['Tea', 'Bread', 'Rice', 'Panner']"
3996,"['Shampoo', 'Bread', 'Biscuit', 'Butter']"
3997,"['Oil', 'Soap', 'Onion']"
3998,"['Spices', 'Bread', 'Dal']"
3999,"['Oil', 'Dal', 'Waterbottle', 'Milk', 'Biscuit']"
4000,"['Shampoo', 'Bread', 'Oats', 'Panner']"
4001,"['Tomatosauce', 'Oil', 'Milk', 'Soap', 'Rice', 'Panner']"
4002,"['Oats', 'Rice', 'Panner', 'Onion']"
4003,"['Oats', 'Dal', 'Spices', 'Ghee', 'Butter', 'Onion', 'Cookies']"
4004,"['Tomato', 'Dal', 'Nuts', 'Milk', 'Ghee', 'Chocolate', 'Onion', 'Rice']"
4005,"['Oats', 'Dal', 'Spices', 'Namkeen', 'Ghee', 'Onion', 'Tea', 'Rice']"
4006,"['Nuts', 'Namkeen', 'Rice', 'Onion']"
4007,"['Tomato', 'Dal', 'Spices', 'Ghee', 'Butter', 'Rusk']"
4008,"['Oil', 'Dal', 'Spices', 'Nuts', 'Ghee', 'Onion', 'Panner']"
4009,"['Tomato', 'Semolina', 'Onion']"
4010,"['Waterbottle', 'Ghee', 'Dal', 'Apple', 'Oil', 'Chocolate', 'Dal']"
4011,"['Shampoo', 'Oil', 'Dal', 'Waterbottle', 'Rice']"
4012,"['Potato', 'Curd', 'Chocolate', 'Butter', 'Tea', 'Biscuits', 'Bread']"
4013,"['Nuts', 'Milk', 'Ghee', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Cookies']"
4014,"['Tomato', 'Milk', 'Butter', 'Rice', 'Tea', 'Bread', 'Cookies']"
4015,"['Milk', 'Soap', 'Butter', 'Onion', 'Tea', 'Biscuits', 'Bread', 'Cookies']"
4016,"['Tea', 'Biscuits', 'Semolina']"
4017,"['Brown Bread', 'Tea', 'Biscuits', 'Bread', 'Rusk']"
4018,"['Wheat Flour', 'Biscuits', 'Butter']"
4019,"['Waterbottle', 'Milk', 'Curd', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Cookies']"
4020,"['Cold Drink', 'Milk', 'Chocolate', 'Butter', 'Tea', 'Biscuits', 'Poha']"
4021,"['Coffee', 'Milk', 'Butter', 'Tea', 'Poha']"
4022,"['Salt', 'Oil', 'Soap', 'Onion']"
4023,"['Salt', 'Oil', 'Semolina', 'Milk', 'Onion', 'Rice']"
4024,"['Oil', 'Sugar', 'Milk', 'Onion', 'Poha']"
4025,"['Salt', 'Potato', 'Chips', 'Sugar', 'Milk', 'Onion', 'Rusk']"
4026,"['Salt', 'Chocolate', 'Brown Bread', 'Onion']"
4027,"['Rusk', 'Bread', 'Oil', 'Coffee']"
4028,"['Salt', 'Oil', 'Potato', 'Sugar', 'Ghee', 'Bread']"
4029,"['Potato', 'Milk', 'Chocolate', 'Wheat Flour', 'Onion']"
4030,"['Salt', 'Bread', 'Popcorn', 'Onion']"
4031,"['Shampoo', 'Salt', 'Oil', 'Potato', 'Nuts', 'Sugar', 'Onion']"
4032,"['Oil', 'Facewash', 'Milk', 'Ghee', 'Juice', 'Onion', 'Bread']"
4033,"['Milk', 'Soap', 'Butter', 'Wheat Flour', 'Tea', 'Biscuits', 'Bread', 'Apple']"
4034,"['Tea', 'Sugar', 'Milk']"
4035,"['Tea', 'Chocolate', 'Butter']"
