antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,SemanticSimilarity
frozenset({'Salt'}),"frozenset({'Potato', 'Milk'})",0.1386,0.071,0.0316,0.22799422799422803,3.21118630977786,1.0,0.021759400000000005,1.203358878504673,0.7993831061004607,0.1775280898876405,0.16899271043512165,0.33653232526471966,0.403
frozenset({'Potato'}),"frozenset({'Salt', 'Milk'})",0.1416,0.067,0.0316,0.22316384180790963,3.330803609073278,1.0,0.022112800000000002,1.2010254545454546,0.8152052095744806,0.1785310734463277,0.16737817985842401,0.3474028164263429,0.403
frozenset({'Milk'}),"frozenset({'Salt', 'Potato'})",0.3692,0.0574,0.0316,0.08559046587215603,1.4911230988180493,1.0,0.010407920000000005,1.0308291469194313,0.5221378518738513,0.08000000000000002,0.029907135446802496,0.31805655697788987,0.448
"frozenset({'Salt', 'Potato'})",frozenset({'Onion'}),0.0574,0.2184,0.0318,0.554006968641115,2.5366619443274496,1.0,0.01926384,1.75249375,0.6426704138292719,0.13032786885245903,0.42938455557972743,0.3498056821227553,0.396
"frozenset({'Salt', 'Onion'})",frozenset({'Potato'}),0.0596,0.1416,0.0318,0.5335570469798658,3.7680582413832333,1.0,0.023360640000000002,1.8403107913669068,0.7811689927208815,0.18772136953955137,0.45661352164476443,0.3790666590831533,0.403
"frozenset({'Potato', 'Onion'})",frozenset({'Salt'}),0.0618,0.1386,0.0318,0.5145631067961165,3.7125765281105085,1.0,0.02323452,1.774484,0.7787734843518098,0.18861209964412812,0.43645589365697296,0.37200016811667297,0.403
frozenset({'Salt'}),"frozenset({'Potato', 'Onion'})",0.1386,0.0618,0.0318,0.22943722943722944,3.7125765281105085,1.0,0.02323452,1.2175516853932584,0.848206736729589,0.18861209964412812,0.17867963060885678,0.37200016811667297,0.403
frozenset({'Potato'}),"frozenset({'Salt', 'Onion'})",0.1416,0.0596,0.0318,0.2245762711864407,3.768058241383233,1.0,0.023360640000000002,1.2127562841530055,0.8557913801895584,0.18772136953955137,0.1754320195517234,0.3790666590831533,0.403
frozenset({'Onion'}),"frozenset({'Salt', 'Potato'})",0.2184,0.0574,0.0318,0.14560439560439561,2.5366619443274496,1.0,0.01926384,1.1032360128617364,0.7750526254803887,0.13032786885245903,0.09357563717843795,0.3498056821227553,0.396
"frozenset({'Salt', 'Potato'})",frozenset({'Oil'}),0.0574,0.267,0.0334,0.5818815331010453,2.1793315846481094,1.0,0.0180742,1.7530916666666665,0.5740968730902295,0.11477663230240548,0.4295791720341682,0.3534875830299234,0.471
"frozenset({'Salt', 'Oil'})",frozenset({'Potato'}),0.062,0.1416,0.0334,0.5387096774193548,3.804446874430472,1.0,0.024620799999999998,1.860867132867133,0.7858738812353971,0.1962397179788484,0.4626161200132279,0.38729269181702203,0.403
"frozenset({'Potato', 'Oil'})",frozenset({'Salt'}),0.0654,0.1386,0.0334,0.5107033639143731,3.6847284553706574,1.0,0.02433556,1.76048625,0.7795951004047971,0.19577960140679948,0.43197511482978074,0.37584230244780703,0.403
frozenset({'Salt'}),"frozenset({'Potato', 'Oil'})",0.1386,0.0654,0.0334,0.24098124098124096,3.684728455370657,1.0,0.02433556,1.2313266159695817,0.845843488319391,0.19577960140679948,0.18786779475844315,0.37584230244780703,0.403
frozenset({'Potato'}),"frozenset({'Salt', 'Oil'})",0.1416,0.062,0.0334,0.23587570621468926,3.804446874430472,1.0,0.024620799999999998,1.2275489833641404,0.8587484862520997,0.1962397179788484,0.1853685567320781,0.38729269181702203,0.403
frozenset({'Oil'}),"frozenset({'Salt', 'Potato'})",0.267,0.0574,0.0334,0.1250936329588015,2.17933158464811,1.0,0.0180742,1.0773724315068494,0.7382588166096183,0.11477663230240548,0.0718158635251448,0.3534875830299234,0.471
"frozenset({'Salt', 'Potato'})",frozenset({'Bread'}),0.0574,0.395,0.032,0.5574912891986062,1.4113703524015346,1.0,0.009326999999999998,1.3672047244094487,0.3092178548695098,0.07611798287345385,0.26858064330348136,0.31925197371322717,0.409
"frozenset({'Salt', 'Bread'})",frozenset({'Potato'}),0.0692,0.1416,0.032,0.46242774566473993,3.2657326671238693,1.0,0.02220128,1.5968086021505377,0.7453695745595187,0.1789709172259508,0.37375086866814994,0.3442082231148558,0.403
"frozenset({'Potato', 'Bread'})",frozenset({'Salt'}),0.0702,0.1386,0.032,0.45584045584045585,3.288892177781067,1.0,0.02227028,1.5829916230366492,0.7484902667240267,0.1809954751131222,0.36828471771587634,0.3433603433603434,0.403
frozenset({'Salt'}),"frozenset({'Potato', 'Bread'})",0.1386,0.0702,0.032,0.23088023088023088,3.288892177781067,1.0,0.02227028,1.2089144465290806,0.8079245994892036,0.1809954751131222,0.17281160559284886,0.3433603433603434,0.403
frozenset({'Potato'}),"frozenset({'Salt', 'Bread'})",0.1416,0.0692,0.032,0.22598870056497175,3.2657326671238693,1.0,0.02220128,1.2025664233576643,0.8082362534948742,0.1789709172259508,0.16844510159537146,0.3442082231148558,0.403
frozenset({'Bread'}),"frozenset({'Salt', 'Potato'})",0.395,0.0574,0.032,0.0810126582278481,1.4113703524015349,1.0,0.009326999999999998,1.025694214876033,0.4817665289256198,0.07611798287345385,0.025050560394491942,0.31925197371322717,0.409
"frozenset({'Salt', 'Milk'})",frozenset({'Oil'}),0.067,0.267,0.0318,0.4746268656716418,1.777628710380681,1.0,0.013911,1.3951988636363637,0.4688669133855083,0.10522832561217736,0.28325629695994786,0.2968639946335737,0.471
"frozenset({'Salt', 'Oil'})",frozenset({'Milk'}),0.062,0.3692,0.0318,0.5129032258064516,1.3892286722818301,1.0,0.008909600000000004,1.295019867549669,0.29869520322913745,0.07961942914371559,0.22781107451878832,0.29951770174396253,0.448
"frozenset({'Milk', 'Oil'})",frozenset({'Salt'}),0.0998,0.1386,0.0318,0.31863727454909824,2.2989702348419785,1.0,0.01796772,1.264231176470588,0.6276634542428726,0.15392061955469508,0.2090054266880639,0.27403725199316387,0.448
frozenset({'Salt'}),"frozenset({'Milk', 'Oil'})",0.1386,0.0998,0.0318,0.22943722943722944,2.2989702348419785,1.0,0.01796772,1.1682370786516854,0.6559352699204016,0.15392061955469508,0.14400936396048594,0.27403725199316387,0.448
frozenset({'Milk'}),"frozenset({'Salt', 'Oil'})",0.3692,0.062,0.0318,0.08613217768147347,1.3892286722818301,1.0,0.008909600000000004,1.0264066390041493,0.44415995660895835,0.07961942914371559,0.02572726831713589,0.29951770174396253,0.448
frozenset({'Oil'}),"frozenset({'Salt', 'Milk'})",0.267,0.067,0.0318,0.11910112359550562,1.7776287103806807,1.0,0.013911,1.0591454081632654,0.5967978583747329,0.10522832561217736,0.05584257620097065,0.2968639946335737,0.471
"frozenset({'Salt', 'Bread'})",frozenset({'Oil'}),0.0692,0.267,0.0308,0.4450867052023122,1.6669914052521055,1.0,0.0123236,1.3209270833333335,0.42986343265672877,0.1008513425016372,0.24295594161297707,0.28022125522287894,0.471
"frozenset({'Salt', 'Oil'})",frozenset({'Bread'}),0.062,0.395,0.0308,0.4967741935483871,1.2576561861984483,1.0,0.00631,1.20224358974359,0.21841165231357126,0.07226654152979821,0.16822180751799518,0.2873744385463454,0.409
"frozenset({'Bread', 'Oil'})",frozenset({'Salt'}),0.1032,0.1386,0.0308,0.2984496124031008,2.1533161068044793,1.0,0.01649648,1.2278519337016576,0.5972346119536128,0.14597156398104263,0.18556955236022848,0.26033591731266154,0.409
frozenset({'Salt'}),"frozenset({'Bread', 'Oil'})",0.1386,0.1032,0.0308,0.22222222222222224,2.153316106804479,1.0,0.01649648,1.1530285714285715,0.6217785001160901,0.14597156398104263,0.1327188026563584,0.26033591731266154,0.409
frozenset({'Bread'}),"frozenset({'Salt', 'Oil'})",0.395,0.062,0.0308,0.0779746835443038,1.2576561861984483,1.0,0.00631,1.0173256452498627,0.33862831383492537,0.07226654152979821,0.017030579471539232,0.2873744385463454,0.409
frozenset({'Oil'}),"frozenset({'Salt', 'Bread'})",0.267,0.0692,0.0308,0.11535580524344569,1.6669914052521053,1.0,0.0123236,1.0521744284504657,0.5458620506369484,0.1008513425016372,0.04958724241882863,0.28022125522287894,0.471
"frozenset({'Salt', 'Onion'})",frozenset({'Oil'}),0.0596,0.267,0.0336,0.5637583892617449,2.111454641429756,1.0,0.017686799999999996,1.6802615384615383,0.5597542079358326,0.11467576791808874,0.40485455560947464,0.3448005429454792,0.471
"frozenset({'Salt', 'Oil'})",frozenset({'Onion'}),0.062,0.2184,0.0336,0.5419354838709677,2.481389578163771,1.0,0.0200592,1.7063098591549293,0.6364605543710021,0.13614262560777957,0.41393997424637624,0.34789081885856077,0.396
"frozenset({'Onion', 'Oil'})",frozenset({'Salt'}),0.0988,0.1386,0.0336,0.340080971659919,2.45368666421298,1.0,0.019906319999999998,1.3053116564417178,0.6574012427873945,0.16486751717369968,0.23389943308558048,0.2912526070420807,0.396
frozenset({'Salt'}),"frozenset({'Onion', 'Oil'})",0.1386,0.0988,0.0336,0.2424242424242424,2.45368666421298,1.0,0.019906319999999998,1.189584,0.6877757139540284,0.16486751717369968,0.15936999825148956,0.2912526070420807,0.396
frozenset({'Onion'}),"frozenset({'Salt', 'Oil'})",0.2184,0.062,0.0336,0.15384615384615383,2.4813895781637716,1.0,0.0200592,1.1085454545454545,0.7638178096212896,0.13614262560777957,0.09791700836476955,0.34789081885856077,0.396
frozenset({'Oil'}),"frozenset({'Salt', 'Onion'})",0.267,0.0596,0.0336,0.12584269662921346,2.111454641429756,1.0,0.017686799999999996,1.0757789203084833,0.7181348664977586,0.11467576791808874,0.07044097897619467,0.3448005429454792,0.471
"frozenset({'Salt', 'Milk'})",frozenset({'Onion'}),0.067,0.2184,0.029,0.43283582089552236,1.9818489967743698,1.0,0.0143672,1.3780842105263156,0.5309975237461655,0.11310452418096727,0.27435493973326813,0.2828098518397026,0.396
"frozenset({'Salt', 'Onion'})",frozenset({'Milk'}),0.0596,0.3692,0.029,0.4865771812080537,1.317923026023981,1.0,0.006995680000000004,1.2286169934640523,0.2565188694466039,0.07253626813406705,0.1860766981738328,0.2825626967795415,0.448
"frozenset({'Milk', 'Onion'})",frozenset({'Salt'}),0.076,0.1386,0.029,0.3815789473684211,2.7530948583580166,1.0,0.0184664,1.3929021276595743,0.6891476339752202,0.15625,0.2820744687351069,0.2954070783018152,0.448
frozenset({'Salt'}),"frozenset({'Milk', 'Onion'})",0.1386,0.076,0.029,0.20923520923520925,2.7530948583580166,1.0,0.0184664,1.1684890510948907,0.7392296422023491,0.15625,0.1441939493887546,0.2954070783018152,0.448
frozenset({'Milk'}),"frozenset({'Salt', 'Onion'})",0.3692,0.0596,0.029,0.07854821235102927,1.317923026023981,1.0,0.006995680000000004,1.0205634332745444,0.38241969693656674,0.07253626813406705,0.0201490986293378,0.2825626967795415,0.448
frozenset({'Onion'}),"frozenset({'Salt', 'Milk'})",0.2184,0.067,0.029,0.13278388278388278,1.9818489967743698,1.0,0.0143672,1.075856388595565,0.6338545159354816,0.11310452418096727,0.07050791295164285,0.2828098518397026,0.396
"frozenset({'Salt', 'Onion'})",frozenset({'Bread'}),0.0596,0.395,0.0302,0.5067114093959731,1.2828136946733497,1.0,0.006658000000000001,1.2264625850340136,0.23443595933532582,0.0711592836946277,0.18464695767929443,0.2915835527992524,0.409
"frozenset({'Salt', 'Bread'})",frozenset({'Onion'}),0.0692,0.2184,0.0302,0.4364161849710983,1.9982426051790214,1.0,0.015086720000000001,1.3868389743589744,0.5366998978305354,0.11732711732711733,0.2789357535454175,0.2873472866247433,0.396
"frozenset({'Onion', 'Bread'})",frozenset({'Salt'}),0.0778,0.1386,0.0302,0.3881748071979435,2.800684034617197,1.0,0.019416920000000004,1.407918487394958,0.6971853945575008,0.16219119226638026,0.2897316080774826,0.3030340125455807,0.396
frozenset({'Salt'}),"frozenset({'Onion', 'Bread'})",0.1386,0.0778,0.0302,0.2178932178932179,2.8006840346171966,1.0,0.019416920000000004,1.1791228782287824,0.7463946724645081,0.16219119226638026,0.15191196908828658,0.3030340125455807,0.396
frozenset({'Onion'}),"frozenset({'Salt', 'Bread'})",0.2184,0.0692,0.0302,0.1382783882783883,1.9982426051790216,1.0,0.015086720000000001,1.0801632306057385,0.6391507995146652,0.11732711732711733,0.07421399686118209,0.2873472866247433,0.396
frozenset({'Bread'}),"frozenset({'Salt', 'Onion'})",0.395,0.0596,0.0302,0.07645569620253165,1.2828136946733497,1.0,0.006658000000000001,1.0182510964912281,0.3644026052213891,0.0711592836946277,0.017923964485890734,0.2915835527992524,0.409
frozenset({'Waterbottle'}),frozenset({'Bread'}),0.0616,0.395,0.025,0.40584415584415584,1.0274535590991287,1.0,0.0006679999999999985,1.0182513661202186,0.028473998294970094,0.05792400370713624,0.017924224535794748,0.2345676475423311,0.165
frozenset({'Bread'}),frozenset({'Waterbottle'}),0.395,0.0616,0.025,0.06329113924050633,1.0274535590991287,1.0,0.0006679999999999985,1.0018054054054055,0.04416528925619825,0.05792400370713624,0.0018021517908208987,0.2345676475423311,0.165
frozenset({'Juice'}),frozenset({'Bread'}),0.0542,0.395,0.0226,0.41697416974169743,1.0556308094726516,1.0,0.0011909999999999976,1.0376898734177216,0.05571908970633082,0.052977027660571954,0.03632094172181391,0.23709467980755758,0.263
frozenset({'Bread'}),frozenset({'Juice'}),0.395,0.0542,0.0226,0.05721518987341771,1.0556308094726516,1.0,0.0011909999999999976,1.0031981740064446,0.08710597527974824,0.052977027660571954,0.0031879782971217115,0.23709467980755758,0.263
frozenset({'Juice'}),frozenset({'Milk'}),0.0542,0.3692,0.0216,0.39852398523985244,1.0794257455033924,1.0,0.001589360000000005,1.048753374233129,0.07779814070784702,0.053758088601294184,0.04648697723502294,0.22851443032306815,0.496
frozenset({'Milk'}),frozenset({'Juice'}),0.3692,0.0542,0.0216,0.058504875406283866,1.0794257455033924,1.0,0.001589360000000005,1.0045723820483314,0.11664787806195577,0.053758088601294184,0.0045515705289531265,0.22851443032306815,0.496
frozenset({'Chips'}),frozenset({'Namkeen'}),0.2168,0.129,0.0644,0.2970479704797048,2.302697445579107,1.0,0.0364328,1.2390603674540683,0.722327257500682,0.22885572139303484,0.19293682029816858,0.3981363883406276,0.206
frozenset({'Namkeen'}),frozenset({'Chips'}),0.129,0.2168,0.0644,0.49922480620155035,2.3026974455791067,1.0,0.0364328,1.5639752321981422,0.6495140161590519,0.22885572139303484,0.36060368513987534,0.3981363883406276,0.206
frozenset({'Namkeen'}),frozenset({'Cold Drink'}),0.129,0.2072,0.062,0.48062015503875966,2.319595342851157,1.0,0.0352712,1.5264358208955222,0.6531461797711197,0.2261123267687819,0.3448791057502014,0.3899239771332794,0.234
frozenset({'Cold Drink'}),frozenset({'Namkeen'}),0.2072,0.129,0.062,0.29922779922779924,2.319595342851157,1.0,0.0352712,1.2429146005509641,0.7175710426092902,0.2261123267687819,0.19543949394695664,0.3899239771332794,0.234
"frozenset({'Chips', 'Namkeen'})",frozenset({'Cold Drink'}),0.0644,0.2072,0.046,0.7142857142857143,3.4473248758963044,1.0,0.03265632,2.7748,0.7587858058999574,0.20390070921985815,0.6396136658497911,0.46814671814671815,0.216
"frozenset({'Chips', 'Cold Drink'})",frozenset({'Namkeen'}),0.1244,0.129,0.046,0.36977491961414793,2.866472245070914,1.0,0.0299524,1.382045918367347,0.7436490754166086,0.22179363548698164,0.276435039740698,0.36318203345048483,0.206
"frozenset({'Namkeen', 'Cold Drink'})",frozenset({'Chips'}),0.062,0.2168,0.046,0.7419354838709677,3.422211641471254,1.0,0.0325584,3.0349,0.754574951330305,0.19759450171821305,0.6704998517249333,0.47705630282109274,0.206
frozenset({'Chips'}),"frozenset({'Namkeen', 'Cold Drink'})",0.2168,0.062,0.046,0.21217712177121772,3.422211641471254,1.0,0.0325584,1.1906229508196722,0.9037171914553448,0.19759450171821305,0.16010354133392082,0.47705630282109274,0.206
frozenset({'Namkeen'}),"frozenset({'Chips', 'Cold Drink'})",0.129,0.1244,0.046,0.3565891472868217,2.8664722450709137,1.0,0.0299524,1.3608722891566265,0.7475764987770179,0.22179363548698164,0.26517718968344184,0.36318203345048483,0.206
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Namkeen'})",0.2072,0.0644,0.046,0.222007722007722,3.4473248758963044,1.0,0.03265632,1.2025826302729528,0.8954591321897075,0.20390070921985815,0.168456308259643,0.46814671814671815,0.216
frozenset({'Wheat Flour'}),frozenset({'Milk'}),0.0586,0.3692,0.0234,0.3993174061433447,1.0815747728692977,1.0,0.0017648800000000034,1.0501386363636362,0.0801170833038266,0.05786350148367953,0.047744778286849615,0.2313488439167428,0.343
frozenset({'Milk'}),frozenset({'Wheat Flour'}),0.3692,0.0586,0.0234,0.06338028169014086,1.081574772869298,1.0,0.0017648800000000034,1.0051037593984964,0.11956598323117051,0.05786350148367953,0.005077843307989015,0.2313488439167428,0.343
frozenset({'Wheat Flour'}),frozenset({'Bread'}),0.0586,0.395,0.0252,0.4300341296928328,1.0886939992223614,1.0,0.0020529999999999993,1.0614670658682634,0.08653946671792431,0.058823529411764705,0.05790765238484754,0.2469157990236316,0.57
frozenset({'Bread'}),frozenset({'Wheat Flour'}),0.395,0.0586,0.0252,0.06379746835443038,1.0886939992223614,1.0,0.0020529999999999993,1.005551649540292,0.13465827102190733,0.058823529411764705,0.005520998889346064,0.2469157990236316,0.57
frozenset({'Onion'}),frozenset({'Oil'}),0.2184,0.267,0.0988,0.45238095238095233,1.6943106830747277,1.0,0.040487199999999994,1.3385217391304347,0.5242956418682324,0.255561303673047,0.2529071655947508,0.41120920278223644,0.358
frozenset({'Oil'}),frozenset({'Onion'}),0.267,0.2184,0.0988,0.37003745318352055,1.6943106830747277,1.0,0.040487199999999994,1.2407086801426872,0.5590579449989229,0.255561303673047,0.1940090240321399,0.41120920278223644,0.358
"frozenset({'Milk', 'Onion'})",frozenset({'Oil'}),0.076,0.267,0.0348,0.45789473684210524,1.7149615612063867,1.0,0.014507999999999997,1.352135922330097,0.45118674429019245,0.11291369240752756,0.2604293817764055,0.29411590774689533,0.513
"frozenset({'Milk', 'Oil'})",frozenset({'Onion'}),0.0998,0.2184,0.0348,0.3486973947895791,1.5965997929925784,1.0,0.013003679999999997,1.200056615384615,0.4150954960200414,0.12279463655610443,0.16670598105115034,0.25401902706511925,0.178
frozenset({'Onion'}),"frozenset({'Milk', 'Oil'})",0.2184,0.0998,0.0348,0.15934065934065933,1.5965997929925784,1.0,0.013003679999999997,1.0708261437908497,0.4780820950834715,0.12279463655610443,0.06614159002517143,0.25401902706511925,0.178
frozenset({'Oil'}),"frozenset({'Milk', 'Onion'})",0.267,0.076,0.0348,0.13033707865168537,1.7149615612063864,1.0,0.014507999999999997,1.0624806201550387,0.5687538222703109,0.11291369240752756,0.058806362177148665,0.29411590774689533,0.513
"frozenset({'Milk', 'Onion'})",frozenset({'Bread'}),0.076,0.395,0.0402,0.5289473684210526,1.3391072618254496,1.0,0.010179999999999998,1.2843575418994413,0.2740625874954233,0.09331476323119776,0.22140060896041752,0.3153597601598934,0.449
"frozenset({'Milk', 'Bread'})",frozenset({'Onion'}),0.1778,0.2184,0.0402,0.2260967379077615,1.035241473936637,1.0,0.0013684799999999914,1.0099453488372092,0.04140329730573571,0.11292134831460675,0.00984741288096403,0.20508133598684777,0.178
"frozenset({'Onion', 'Bread'})",frozenset({'Milk'}),0.0778,0.3692,0.0402,0.5167095115681234,1.3995382220155022,1.0,0.011476240000000006,1.3052191489361702,0.309562575325498,0.09882005899705017,0.23384513565016393,0.3127967926204647,0.178
frozenset({'Milk'}),"frozenset({'Onion', 'Bread'})",0.3692,0.0778,0.0402,0.10888407367280607,1.3995382220155024,1.0,0.011476240000000006,1.034882188449848,0.45256595904434727,0.09882005899705017,0.033706434258085095,0.3127967926204647,0.178
frozenset({'Onion'}),"frozenset({'Milk', 'Bread'})",0.2184,0.1778,0.0402,0.18406593406593405,1.035241473936637,1.0,0.0013684799999999914,1.0076794612794613,0.043553980354114515,0.11292134831460675,0.007620936591989828,0.20508133598684777,0.178
frozenset({'Bread'}),"frozenset({'Milk', 'Onion'})",0.395,0.076,0.0402,0.10177215189873418,1.3391072618254498,1.0,0.010179999999999998,1.0286922209695604,0.4185683154475556,0.09331476323119776,0.027891939284344348,0.3153597601598934,0.449
"frozenset({'Onion', 'Bread'})",frozenset({'Oil'}),0.0778,0.267,0.0342,0.4395886889460155,1.6463995840674737,1.0,0.013427400000000003,1.307967889908257,0.42573632084983665,0.11010946555054733,0.23545523730697884,0.28383928829323246,0.358
"frozenset({'Bread', 'Oil'})",frozenset({'Onion'}),0.1032,0.2184,0.0342,0.33139534883720934,1.517377970866343,1.0,0.01166112,1.1690017391304348,0.3802056434574393,0.11899791231732777,0.1445692794744234,0.24399437771530796,0.331
frozenset({'Onion'}),"frozenset({'Bread', 'Oil'})",0.2184,0.1032,0.0342,0.1565934065934066,1.5173779708663429,1.0,0.01166112,1.0633068403908796,0.43624414157194424,0.11899791231732777,0.05953769691503857,0.24399437771530796,0.331
frozenset({'Oil'}),"frozenset({'Onion', 'Bread'})",0.267,0.0778,0.0342,0.12808988764044943,1.6463995840674734,1.0,0.013427400000000003,1.0576778350515466,0.5356262415930687,0.11010946555054733,0.054532517502113895,0.28383928829323246,0.358
frozenset({'Potato'}),frozenset({'Milk'}),0.1416,0.3692,0.071,0.501412429378531,1.3581051716644936,1.0,0.018721279999999993,1.2651739376770539,0.30717614165890017,0.16143701682582995,0.20959484682709426,0.34686006084311166,0.401
frozenset({'Milk'}),frozenset({'Potato'}),0.3692,0.1416,0.071,0.19230769230769232,1.3581051716644938,1.0,0.018721279999999993,1.0627809523809524,0.41800887761572597,0.16143701682582995,0.059072334934403906,0.34686006084311166,0.401
frozenset({'Potato'}),frozenset({'Bread'}),0.1416,0.395,0.0702,0.49576271186440674,1.2550954730744475,1.0,0.014267999999999996,1.1998319327731093,0.2367752367752367,0.1505145797598628,0.16654993696596151,0.33674211542587423,0.407
frozenset({'Bread'}),frozenset({'Potato'}),0.395,0.1416,0.0702,0.17772151898734176,1.2550954730744475,1.0,0.014267999999999996,1.0439285714285715,0.3359468814014268,0.1505145797598628,0.042080054738282566,0.33674211542587423,0.407
frozenset({'Potato'}),frozenset({'Oil'}),0.1416,0.267,0.0654,0.461864406779661,1.7298292388751348,1.0,0.027592799999999994,1.3621102362204724,0.49150542507075234,0.19055944055944055,0.26584502971304363,0.35340411350219003,0.337
frozenset({'Oil'}),frozenset({'Potato'}),0.267,0.1416,0.0654,0.24494382022471908,1.7298292388751346,1.0,0.027592799999999994,1.1368690476190477,0.5755910735071403,0.19055944055944055,0.1203912164780045,0.35340411350219003,0.337
frozenset({'Potato'}),frozenset({'Onion'}),0.1416,0.2184,0.0618,0.4364406779661017,1.9983547525920407,1.0,0.03087456,1.3868992481203006,0.5819994752033586,0.20724346076458755,0.27896709054004826,0.35970385546656736,0.463
frozenset({'Onion'}),frozenset({'Potato'}),0.2184,0.1416,0.0618,0.28296703296703296,1.9983547525920407,1.0,0.03087456,1.1971555555555555,0.6391867317228289,0.20724346076458755,0.16468666468666465,0.35970385546656736,0.463
"frozenset({'Potato', 'Bread'})",frozenset({'Milk'}),0.0702,0.3692,0.0386,0.5498575498575499,1.4893216410009478,1.0,0.012682160000000005,1.40133417721519,0.3533591824861774,0.09630738522954094,0.2863943402941501,0.32720396452790823,0.401
"frozenset({'Potato', 'Milk'})",frozenset({'Bread'}),0.071,0.395,0.0386,0.543661971830986,1.3763594223569264,1.0,0.010555000000000002,1.3257716049382717,0.2943440213723598,0.09031352363125877,0.24572226748923298,0.3206917454091639,0.407
"frozenset({'Milk', 'Bread'})",frozenset({'Potato'}),0.1778,0.1416,0.0386,0.2170978627671541,1.5331769969431785,1.0,0.013423520000000001,1.0964333333333334,0.42296227863321334,0.13746438746438747,0.08795184385735565,0.24484836641182564,0.401
frozenset({'Potato'}),"frozenset({'Milk', 'Bread'})",0.1416,0.1778,0.0386,0.2725988700564972,1.5331769969431788,1.0,0.013423520000000001,1.1303254368932039,0.4051253325864725,0.13746438746438747,0.11529903923193525,0.24484836641182564,0.401
frozenset({'Bread'}),"frozenset({'Potato', 'Milk'})",0.395,0.071,0.0386,0.09772151898734177,1.3763594223569264,1.0,0.010555000000000002,1.0296156004489339,0.45197619149573937,0.09031352363125877,0.0287637448733496,0.3206917454091639,0.407
frozenset({'Milk'}),"frozenset({'Potato', 'Bread'})",0.3692,0.0702,0.0386,0.10455037919826654,1.489321641000948,1.0,0.012682160000000005,1.0383610405323653,0.5208518831256306,0.09630738522954094,0.03694383652211932,0.32720396452790823,0.401
"frozenset({'Potato', 'Milk'})",frozenset({'Oil'}),0.071,0.267,0.0342,0.4816901408450705,1.8040829245133725,1.0,0.015243000000000003,1.4142119565217393,0.4797650746888751,0.11257406188281764,0.2928924158868629,0.30489001424275997,0.337
"frozenset({'Potato', 'Oil'})",frozenset({'Milk'}),0.0654,0.3692,0.0342,0.5229357798165137,1.4164024372061585,1.0,0.010054320000000002,1.3222538461538462,0.31455806217877247,0.08541458541458542,0.24371556724241242,0.30778424960489825,0.401
"frozenset({'Milk', 'Oil'})",frozenset({'Potato'}),0.0998,0.1416,0.0342,0.342685370741483,2.4200944261404165,1.0,0.02006832,1.3059195121951221,0.6518473477628752,0.16505791505791506,0.23425602369697457,0.2921053972351483,0.401
frozenset({'Potato'}),"frozenset({'Milk', 'Oil'})",0.1416,0.0998,0.0342,0.24152542372881355,2.4200944261404165,1.0,0.02006832,1.1868558659217878,0.6835892153496509,0.16505791505791506,0.15743770687493175,0.2921053972351483,0.401
frozenset({'Milk'}),"frozenset({'Potato', 'Oil'})",0.3692,0.0654,0.0342,0.09263271939328278,1.4164024372061588,1.0,0.010054320000000002,1.030012895522388,0.4660525759547887,0.08541458541458542,0.029138368706701032,0.30778424960489825,0.401
frozenset({'Oil'}),"frozenset({'Potato', 'Milk'})",0.267,0.071,0.0342,0.12808988764044943,1.8040829245133725,1.0,0.015243000000000003,1.0654768041237115,0.6080515066657094,0.11257406188281764,0.06145305451070983,0.30489001424275997,0.337
"frozenset({'Potato', 'Bread'})",frozenset({'Oil'}),0.0702,0.267,0.0328,0.4672364672364673,1.7499493154923866,1.0,0.014056600000000002,1.3758449197860962,0.46091081743254525,0.10775295663600526,0.273173898003366,0.2950414545920164,0.337
"frozenset({'Potato', 'Oil'})",frozenset({'Bread'}),0.0654,0.395,0.0328,0.5015290519877676,1.2696938025006774,1.0,0.006967000000000001,1.2137116564417179,0.22727213415938996,0.07670720299345182,0.17608107766573164,0.292283513335656,0.407
"frozenset({'Bread', 'Oil'})",frozenset({'Potato'}),0.1032,0.1416,0.0328,0.3178294573643411,2.244558314719923,1.0,0.018186880000000002,1.2583363636363638,0.6182850677748526,0.15471698113207547,0.20529992703208422,0.27473393772171856,0.407
frozenset({'Potato'}),"frozenset({'Bread', 'Oil'})",0.1416,0.1032,0.0328,0.23163841807909605,2.244558314719923,1.0,0.018186880000000002,1.1671588235294117,0.6459436728570455,0.15471698113207547,0.14321857502129354,0.27473393772171856,0.407
frozenset({'Bread'}),"frozenset({'Potato', 'Oil'})",0.395,0.0654,0.0328,0.0830379746835443,1.2696938025006774,1.0,0.006967000000000001,1.019235229155163,0.3510884902237453,0.07670720299345182,0.01887221772260251,0.292283513335656,0.407
frozenset({'Oil'}),"frozenset({'Potato', 'Bread'})",0.267,0.0702,0.0328,0.12284644194756554,1.7499493154923866,1.0,0.014056600000000002,1.0600196413321947,0.584658769507204,0.10775295663600526,0.05662125397673214,0.2950414545920164,0.337
